1,87.116013,-81.779984,-27.582146
2,87.116013,-74.580002,-25.174622
3,87.116013,-69.983994,-22.062860
4,87.116013,-63.679993,-18.879663
5,87.116013,-60.884003,-16.491583
6,87.116013,-57.919998,-14.977735
7,87.116013,-53.379990,-12.998723
8,87.116013,-50.419998,-10.564013
9,87.116013,-49.019989,-8.087295
10,87.116013,-44.884003,-6.595895
11,87.116013,-41.419998,-4.647085
12,87.116013,-37.900009,-2.525086
13,87.116013,-35.060013,-1.366335
14,87.116013,-33.820007,0.542708
15,87.116013,-31.660004,1.928411
16,87.116013,-30.099991,3.715394
17,87.116013,-28.150009,5.173551
18,87.116013,-25.739990,7.145721
19,87.116013,-22.740005,8.773321
20,87.116013,-21.259995,9.973403
21,87.116013,-18.779984,11.634966
22,87.116013,-16.384003,12.739468
23,87.116013,-13.140015,14.810428
24,87.116013,-10.660004,16.924107
25,87.116013,-8.519989,18.331636
26,87.116013,-7.160004,19.549723
27,87.116013,-6.179993,21.233454
28,87.116013,-5.060013,22.667788
29,87.516022,-3.019989,24.392838
30,88.515991,-2.460007,25.586157
31,108.716003,-1.884003,26.879976
32,108.716003,0.260010,28.501978
33,108.716003,2.220016,29.934725
34,108.716003,4.059998,31.796080
35,108.716003,6.580002,33.350636
36,130.116013,7.099991,34.635651
37,130.116013,8.115997,36.123707
38,130.116013,10.740021,37.405685
39,130.116013,11.599991,38.625248
40,130.116013,12.400009,39.699127
41,130.116013,14.220016,41.821243
42,130.116013,15.340012,42.945595
43,130.116013,16.539993,44.472034
44,130.116013,18.179993,45.402699
45,130.116013,19.515991,46.960365
46,130.116013,20.539993,48.799294
47,130.116013,21.616013,50.636089
48,130.116013,24.060013,52.738338
49,130.116013,25.380020,53.802269
50,130.116013,26.339996,55.906105
51,130.116013,27.115982,57.920826
52,130.116013,28.516006,59.525257
53,130.116013,30.099991,60.906078
54,141.516022,31.619995,62.770741
55,141.516022,33.060013,63.809586
56,141.516022,34.580002,65.057327
57,141.516022,36.115982,66.493004
58,141.516022,37.259995,68.368149
59,141.516022,39.515991,70.450188
60,141.516022,41.340027,72.741158
61,141.516022,42.916000,73.962555
62,141.516022,44.599991,75.300827
63,141.516022,47.859985,77.060402
64,141.516022,49.916000,79.400154
65,141.516022,51.716003,81.547562
66,141.516022,52.940018,83.462059
67,141.516022,54.515991,85.449707
68,141.516022,55.259995,86.950478
69,151.116013,56.515991,88.506660
70,154.715973,59.716003,90.235245
71,154.715973,61.460007,91.660408
72,154.715973,64.460007,93.505882
73,154.715973,65.515991,95.841492
74,154.715973,66.716003,96.935081
75,154.715973,69.515991,98.567101
76,154.715973,71.516022,99.835960
77,154.715973,73.715973,101.328506
78,154.715973,76.115982,103.347000
79,154.715973,78.515991,104.848877
80,154.715973,80.115982,105.927872
81,154.715973,82.116013,106.937050
82,154.715973,85.115982,108.768349
83,154.715973,85.916000,109.933151
84,154.715973,87.115982,110.992165
85,154.715973,88.116013,111.941711
86,154.715973,89.419998,113.792191
87,154.715973,90.115982,115.003136
88,154.715973,92.916000,116.302887
89,154.715973,94.716003,117.844788
90,154.715973,95.515991,119.179817
91,154.715973,97.419998,120.224319
92,154.715973,99.115982,121.371643
93,154.715973,100.515991,123.104950
94,154.715973,101.515991,124.194939
95,154.715973,103.716003,125.503944
96,154.715973,105.516022,126.871971
97,154.715973,106.515991,128.289978
98,154.715973,107.716003,129.506973
99,164.116013,109.716003,130.827927
100,164.116013,112.715973,131.900894
1,142.036011,-29.619980,33.412159
2,142.036011,-18.200027,36.224564
3,142.036011,-12.130020,38.937626
4,142.036011,-2.800018,40.276337
5,142.036011,1.379990,42.483467
6,142.036011,4.639999,44.221527
7,142.036011,9.539978,46.924629
8,142.036011,13.359985,48.056587
9,142.036011,16.060013,49.912384
10,142.036011,17.959976,52.646488
11,142.635971,20.740005,54.353371
12,142.635971,21.500000,56.151501
13,142.635971,23.500000,57.468071
14,142.635971,26.320007,59.249100
15,142.635971,27.569992,61.418472
16,142.635971,29.459976,63.398800
17,142.635971,32.519989,64.962074
18,142.635971,33.540024,66.946472
19,142.635971,35.119980,67.788765
20,142.635971,37.259995,69.029694
21,142.635971,38.519989,70.770477
22,142.635971,39.539978,72.785736
23,149.835999,40.919998,74.869186
24,149.835999,42.919998,76.342979
25,149.835999,44.339996,78.080002
26,149.835999,45.939987,79.514603
27,149.835999,47.619980,80.713722
28,149.835999,49.499985,82.550537
29,153.635971,51.119980,84.133476
30,153.635971,53.739990,86.015602
31,153.635971,55.339996,87.646309
32,175.235962,57.179993,90.109909
33,175.235962,58.459976,91.778801
34,175.235962,59.739990,93.166054
35,175.235962,62.335999,94.497162
36,175.235962,65.459976,96.666542
37,175.235962,66.500000,98.230324
38,175.235962,68.339996,100.087051
39,175.235962,69.919998,101.874268
40,175.235962,72.619980,104.063766
41,175.235962,76.035980,105.765701
42,175.235962,78.859985,107.123535
43,175.235962,80.119980,108.962334
44,175.235962,82.635971,110.773529
45,175.235962,84.379974,112.652031
46,201.636002,85.779984,114.340881
47,201.636002,87.500000,116.549698
48,201.636002,88.860016,117.927734
49,201.636002,90.740005,119.331589
50,201.636002,91.519989,119.959450
51,201.636002,92.540009,121.458397
52,201.636002,93.700012,122.802917
53,201.636002,94.859985,124.024757
54,201.636002,97.136002,125.452454
55,201.636002,99.020004,126.959549
56,201.636002,101.699982,128.643784
57,208.235962,102.835999,130.532440
58,208.235962,105.859985,131.760239
59,208.235962,108.140015,133.257629
60,208.235962,108.835999,134.591049
61,208.235962,110.036011,135.975494
62,208.235962,111.619980,137.562500
63,208.235962,112.699982,139.250565
64,208.235962,115.059998,139.997696
65,208.235962,117.259995,141.254700
66,208.235962,119.019989,142.730011
67,208.235962,121.300003,144.230347
68,208.235962,122.036011,145.256500
69,208.235962,122.636002,146.054825
70,208.235962,124.035980,147.719894
71,208.235962,125.500000,149.699997
72,208.235962,128.699982,150.662155
73,208.235962,131.300003,152.191086
74,208.235962,132.699982,153.335190
75,208.235962,133.636002,154.318130
76,208.235962,134.535980,155.471802
77,208.235962,135.235962,156.356476
78,210.035980,136.059998,157.920181
79,210.035980,137.859985,159.845718
80,210.035980,138.759995,160.610168
81,210.035980,141.435989,161.459641
82,210.035980,141.876007,162.184494
83,210.035980,142.035980,163.003922
84,210.035980,143.635971,163.840424
85,210.035980,144.300003,164.989395
86,210.035980,144.835999,166.257660
87,213.475998,145.435989,167.235504
88,225.636002,146.699982,169.053406
89,225.636002,147.500000,169.918091
90,225.636002,149.235962,171.045761
91,225.636002,150.460007,171.886002
92,225.636002,152.235992,173.247864
93,225.636002,152.500000,173.911316
94,225.636002,154.035980,174.667175
95,225.636002,156.099991,176.105270
96,225.636002,157.875977,177.225372
97,225.636002,159.635971,178.920059
98,225.636002,160.675995,180.151291
99,225.636002,162.035980,181.341995
100,225.636002,162.235992,181.922089
101,225.636002,163.300003,182.875671
102,225.636002,164.099991,183.749573
103,225.636002,165.436020,184.591217
104,225.636002,167.099991,185.658768
105,225.636002,168.636002,186.089233
106,225.636002,168.636002,187.065582
107,225.636002,168.835999,188.038864
108,225.636002,170.035980,189.114624
109,225.636002,171.035980,190.354706
110,225.636002,173.235962,191.387909
111,225.636002,174.635971,192.470505
112,225.636002,175.939987,193.477615
113,225.636002,176.276016,195.116653
114,225.636002,176.276016,195.895996
115,225.636002,177.035980,196.811081
116,225.636002,179.636002,197.629623
117,225.636002,181.635971,198.053619
118,225.636002,182.035980,198.995026
119,225.636002,182.275986,199.827484
120,225.636002,182.875977,200.489929
121,225.636002,185.035980,201.896408
122,225.636002,186.035980,202.766205
123,225.636002,188.035980,203.953629
124,225.636002,188.436020,204.512711
125,225.636002,188.636002,205.142654
126,225.636002,189.475998,206.040039
127,225.636002,192.635971,206.656998
128,225.636002,193.035980,207.201538
129,225.636002,193.875977,207.935883
130,225.636002,196.035980,208.661880
131,225.636002,196.875977,209.462875
132,225.636002,197.875977,210.145935
133,225.636002,199.235962,210.757446
134,225.636002,199.635971,211.440735
135,225.636002,201.636002,211.979965
136,225.636002,204.636002,212.238586
137,225.636002,204.636002,212.934586
138,225.636002,204.636002,213.227951
139,225.636002,204.636002,213.711472
140,225.636002,204.636002,214.110428
141,225.636002,205.835983,214.741547
142,225.636002,205.835983,215.089294
143,225.636002,205.835983,215.537109
144,225.636002,206.236008,215.916687
145,225.636002,208.235962,216.324722
146,225.636002,208.235962,216.781204
147,225.636002,208.235962,217.137894
148,225.636002,209.035980,217.474167
149,225.636002,210.036011,217.868225
150,225.636002,212.636002,218.200317
151,225.636002,212.636002,218.367310
152,225.636002,213.475998,218.533890
153,225.636002,213.475998,218.673080
154,225.636002,213.475998,218.927689
155,225.636002,213.475998,219.296295
156,225.636002,213.475998,219.611694
157,225.636002,213.475998,220.219650
158,225.636002,213.475998,220.494186
159,225.636002,213.475998,220.819489
160,225.636002,213.475998,221.127243
161,225.636002,213.475998,221.438766
162,225.636002,213.475998,221.761658
163,225.636002,214.235962,222.157776
164,225.636002,214.235962,222.385788
165,225.636002,214.235962,222.841812
166,225.636002,214.235962,223.240906
167,225.636002,214.235962,223.753998
168,225.636002,214.235962,224.210098
169,225.636002,214.235962,224.676193
170,225.636002,216.235962,225.119293
171,225.636002,216.235962,225.589417
172,225.636002,225.636002,225.636429
173,225.636002,225.636002,225.636429
174,225.636002,225.636002,225.636429
175,225.636002,225.636002,225.636429
176,225.636002,225.636002,225.636429
177,225.636002,225.636002,225.636429
178,225.636002,225.636002,225.636429
179,225.636002,225.636002,225.636429
180,225.636002,225.636002,225.636429
181,225.636002,225.636002,225.636429
182,225.636002,225.636002,225.636429
183,225.636002,225.636002,225.636429
184,225.636002,225.636002,225.636429
185,225.636002,225.636002,225.636429
186,225.636002,225.636002,225.636429
187,225.636002,225.636002,225.636429
188,225.636002,225.636002,225.636429
189,225.636002,225.636002,225.636429
190,225.636002,225.636002,225.636429
191,225.636002,225.636002,225.636429
192,225.636002,225.636002,225.636429
193,225.636002,225.636002,225.636429
194,225.636002,225.636002,225.636429
195,225.636002,225.636002,225.636429
196,225.636002,225.636002,225.636429
197,225.636002,225.636002,225.636429
198,225.636002,225.636002,225.636429
199,225.636002,225.636002,225.636429
200,225.636002,225.636002,225.636429
